CustomerID,r_score,f_score,m_score,fm_score,recency,frequency,Monetory,rfm_segment
13694.0,5,5,5,5,4,3.8,1042903.3,Champions
16013.0,5,5,5,5,4,3.6,134320.4,Champions
12682.0,5,5,5,5,4,2.4,204696.6,Champions
12971.0,5,5,4,5,4,6.6,41519.0,Champions
13199.0,5,5,4,5,4,2.8,33861.4,Champions
14735.0,5,5,4,5,4,2.4,42436.5,Champions
16133.0,5,5,5,5,4,2.8,159386.8,Champions
15061.0,5,5,5,5,4,3.7,565295.4,Champions
14527.0,5,5,5,5,3,4.2,90974.0,Champions
13534.0,5,5,5,5,3,1.9,84227.0,Champions
13089.0,5,5,5,5,3,7.0,1731603.7,Champions
13767.0,5,5,5,5,3,2.8,146750.2,Champions
12720.0,5,5,5,5,3,1.9,85874.1,Champions
17511.0,5,5,5,5,3,2.4,3446306.8,Champions
12471.0,5,5,5,5,3,2.1,285613.7,Champions
13798.0,5,5,5,5,2,4.4,367876.6,Champions
14056.0,5,5,5,5,2,2.1,451969.3,Champions
13263.0,5,5,5,5,2,2.8,394468.6,Champions
17677.0,5,5,5,5,2,2.1,266249.3,Champions
15159.0,5,5,5,5,2,2.2,781404.0,Champions
17757.0,5,5,5,5,2,2.3,124924.0,Champions
13098.0,5,5,5,5,2,2.3,639863.0,Champions
13102.0,5,5,5,5,2,1.8,79683.2,Champions
13468.0,5,5,4,5,2,2.8,42984.0,Champions
14606.0,5,5,5,5,2,6.9,303730.9,Champions
17841.0,5,5,5,5,2,9.5,2954525.2,Champions
14911.0,5,5,5,5,2,15.2,4356314.8,Champions
17675.0,5,5,5,5,2,2.4,474221.6,Champions
17949.0,5,5,5,5,2,3.2,217429.3,Champions
15189.0,5,5,5,5,2,3.4,67083.4,Champions
13408.0,5,5,5,5,2,4.7,271968.7,Champions
14646.0,5,5,5,5,2,5.5,16349869.7,Champions
17315.0,5,5,5,5,2,2.8,78664.7,Champions
12748.0,5,5,5,5,1,15.7,1417802.7,Champions
15311.0,5,5,5,5,1,7.0,2075696.3,Champions
17581.0,5,5,5,5,1,1.8,316715.9,Champions
18102.0,5,5,5,5,1,4.4,1954078.3,Champions
13069.0,5,5,5,5,1,1.8,106497.9,Champions
13777.0,5,5,5,5,1,2.5,328689.8,Champions
14051.0,5,5,5,5,1,1.8,131211.5,Champions
17428.0,5,5,5,5,1,2.2,279409.7,Champions
13113.0,5,5,5,5,1,1.8,58552.5,Champions
17389.0,5,5,5,5,1,2.6,253449.2,Champions
17545.0,3,5,4,5,44,3.0,29143.7,Loyal Customers
13447.0,4,5,4,5,24,3.0,20966.1,Champions
17461.0,4,5,4,5,23,3.0,38287.9,Champions
15009.0,5,5,5,5,13,3.0,72392.0,Champions
15332.0,1,5,4,5,367,4.0,32209.5,Cant Lose Them
16120.0,3,5,4,5,60,4.0,22732.4,Loyal Customers
17656.0,2,5,4,5,74,2.5,32913.6,At Risk
17203.0,3,5,5,5,36,3.0,79425.2,Loyal Customers
18139.0,4,5,5,5,18,6.0,258669.2,Champions
16790.0,5,5,4,5,4,3.0,36852.8,Champions
15993.0,5,5,5,5,9,2.3,256268.7,Champions
17434.0,5,5,4,5,3,1.8,38058.5,Champions
13536.0,5,5,5,5,2,1.8,86010.9,Champions
17509.0,3,5,5,5,58,8.0,297507.5,Loyal Customers
14547.0,5,5,5,5,4,2.7,191771.7,Champions
17504.0,1,5,5,5,207,1.8,55321.7,Cant Lose Them
13704.0,5,5,4,5,6,2.3,29656.7,Champions
13755.0,5,5,5,5,4,3.0,101896.9,Champions
17061.0,2,5,4,5,74,1.8,46782.5,At Risk
18073.0,2,5,4,5,115,3.0,34008.5,At Risk
15152.0,5,5,5,5,10,2.2,89581.4,Champions
16764.0,5,5,5,5,4,2.2,146793.5,Champions
16832.0,1,5,1,3,204,2.0,339.9,At Risk
18048.0,1,5,1,3,204,2.0,1014.8,At Risk
17900.0,1,5,1,3,191,2.0,259.2,At Risk
17391.0,2,5,1,3,164,2.0,915.8,Customers Needing Attention
16048.0,1,5,1,3,374,2.0,1764.8,At Risk
14813.0,1,5,1,3,370,2.0,2232.4,At Risk
16952.0,2,5,1,3,110,2.0,1002.5,Customers Needing Attention
16499.0,1,5,1,3,361,2.0,2356.0,At Risk
15422.0,1,5,1,3,324,2.0,293.1,At Risk
15661.0,1,5,1,3,318,2.0,891.2,At Risk
16405.0,1,5,1,3,303,2.0,341.2,At Risk
17186.0,3,5,1,3,47,2.0,144.0,Potential Loyalists
16454.0,3,5,1,3,45,2.0,6.9,Potential Loyalists
12522.0,3,5,1,3,40,2.0,783.5,Potential Loyalists
16986.0,4,5,1,3,30,2.0,1956.4,Potential Loyalists
15869.0,1,5,1,3,278,2.0,1189.0,At Risk
17852.0,5,5,1,3,12,2.0,1475.2,Loyal Customers
14785.0,5,5,1,3,11,2.0,116.9,Loyal Customers
17468.0,5,5,1,3,11,2.0,458.0,Loyal Customers
17991.0,1,5,1,3,226,2.0,135.8,At Risk
14697.0,1,5,1,3,219,2.0,1914.9,At Risk
13711.0,1,5,1,3,219,2.0,1722.6,At Risk
12845.0,1,5,1,3,268,2.0,1223.0,At Risk
14009.0,1,5,3,4,199,2.0,14202.5,Cant Lose Them
15897.0,1,5,2,4,195,2.0,2559.6,Cant Lose Them
16484.0,2,5,2,4,174,2.0,4961.4,At Risk
18013.0,2,5,2,4,156,2.0,5326.1,At Risk
18024.0,2,5,2,4,153,2.0,5643.0,At Risk
17935.0,2,5,2,4,139,2.0,3301.0,At Risk
13730.0,2,5,3,4,136,2.0,10411.2,At Risk
14002.0,2,5,3,4,135,2.0,11692.7,At Risk
13388.0,2,5,3,4,132,2.0,16100.7,At Risk
17267.0,2,5,3,4,128,2.0,11513.6,At Risk
14024.0,2,5,2,4,122,2.0,3192.3,At Risk
15224.0,1,5,2,4,359,2.0,2669.1,Cant Lose Them
17691.0,1,5,2,4,359,2.0,2761.5,Cant Lose Them
12967.0,1,5,3,4,359,2.0,12561.6,Cant Lose Them
17298.0,2,5,3,4,102,2.0,10591.2,At Risk
14356.0,2,5,3,4,80,2.0,8024.8,At Risk
16689.0,2,5,2,4,76,2.0,2611.6,At Risk
16603.0,2,5,3,4,75,2.0,8294.0,At Risk
13434.0,2,5,2,4,75,2.0,2671.0,At Risk
16629.0,2,5,3,4,74,2.0,12504.2,At Risk
13321.0,2,5,2,4,73,2.0,2947.6,At Risk
12512.0,3,5,2,4,67,2.0,3945.0,Loyal Customers
15213.0,1,5,2,4,319,2.0,6920.6,Cant Lose Them
16685.0,3,5,3,4,62,2.0,13871.0,Loyal Customers
12735.0,1,5,2,4,316,2.0,5596.0,Cant Lose Them
14624.0,3,5,2,4,58,2.0,2538.0,Loyal Customers
18095.0,1,5,2,4,313,2.0,6213.6,Cant Lose Them
17934.0,3,5,3,4,52,2.0,10484.6,Loyal Customers
14427.0,3,5,2,4,51,2.0,5188.8,Loyal Customers
17334.0,1,5,2,4,303,2.0,2975.5,Cant Lose Them
15821.0,3,5,3,4,45,2.0,12124.5,Loyal Customers
16884.0,3,5,2,4,38,2.0,6079.8,Loyal Customers
17078.0,3,5,3,4,37,2.0,10008.6,Loyal Customers
17608.0,3,5,3,4,34,2.0,10886.6,Loyal Customers
13727.0,4,5,2,4,29,2.0,3785.8,Loyal Customers
14882.0,4,5,2,4,27,2.0,3196.4,Loyal Customers
12508.0,4,5,3,4,27,2.0,16403.1,Loyal Customers
14570.0,1,5,2,4,281,2.0,3570.1,Cant Lose Them
13066.0,4,5,3,4,25,2.0,7999.2,Loyal Customers
18123.0,4,5,3,4,25,2.0,10438.5,Loyal Customers
17357.0,4,5,3,4,25,2.0,14167.3,Loyal Customers
16070.0,4,5,3,4,23,2.0,15363.4,Loyal Customers
17432.0,4,5,3,4,19,2.0,8905.2,Loyal Customers
13673.0,4,5,3,4,19,2.0,8987.2,Loyal Customers
16352.0,4,5,2,4,18,2.0,6921.6,Loyal Customers
16343.0,4,5,2,4,17,2.0,6711.0,Loyal Customers
17595.0,5,5,3,4,13,2.0,16198.1,Champions
17237.0,5,5,2,4,12,2.0,3420.9,Champions
13914.0,5,5,3,4,12,2.0,9824.0,Champions
15695.0,1,5,2,4,267,2.0,5937.9,Cant Lose Them
17772.0,5,5,2,4,11,2.0,5980.0,Champions
16479.0,5,5,2,4,11,2.0,4808.1,Champions
15654.0,5,5,3,4,10,2.0,8792.5,Champions
12882.0,5,5,3,4,10,2.0,10288.6,Champions
15424.0,1,5,2,4,255,2.0,3259.9,Cant Lose Them
14154.0,1,5,3,4,240,2.0,14588.3,Cant Lose Them
15230.0,1,5,3,4,240,2.0,8203.8,Cant Lose Them
15223.0,1,5,2,4,226,2.0,3662.1,Cant Lose Them
17501.0,1,5,2,4,221,2.0,3779.7,Cant Lose Them
17062.0,1,5,3,4,314,2.0,9028.6,Cant Lose Them
15060.0,5,5,3,4,9,2.0,14665.3,Champions
15621.0,5,5,2,4,5,2.0,5514.0,Champions
15508.0,1,5,3,4,190,2.0,14418.7,Cant Lose Them
14434.0,4,5,2,4,22,2.0,3126.0,Loyal Customers
16333.0,5,5,5,5,8,2.0,70657.7,Champions
15769.0,5,5,5,5,8,2.0,390047.5,Champions
13319.0,5,5,5,5,6,2.0,279451.4,Champions
13078.0,5,5,5,5,4,2.0,154212.5,Champions
15498.0,5,5,5,5,3,2.0,387065.4,Champions
16672.0,5,5,5,5,3,2.0,49984.2,Champions
16525.0,5,5,5,5,3,2.0,83880.2,Champions
17243.0,5,5,5,5,2,2.0,114423.1,Champions
18109.0,5,5,5,5,2,2.0,83908.3,Champions
14920.0,1,5,4,5,213,2.0,24020.3,Cant Lose Them
15700.0,2,5,5,5,173,2.0,52155.9,At Risk
12424.0,2,5,4,5,163,2.0,35787.1,At Risk
18121.0,2,5,4,5,150,2.0,19543.6,At Risk
12743.0,2,5,4,5,135,2.0,28849.9,At Risk
13564.0,1,5,4,5,355,2.0,34893.0,Cant Lose Them
14965.0,2,5,4,5,97,2.0,37209.5,At Risk
16268.0,3,5,4,5,72,2.0,18364.1,Loyal Customers
14164.0,3,5,4,5,71,2.0,36024.4,Loyal Customers
12822.0,3,5,4,5,71,2.0,24862.0,Loyal Customers
16934.0,3,5,4,5,55,2.0,36703.4,Loyal Customers
17459.0,3,5,4,5,44,2.0,30354.7,Loyal Customers
14179.0,3,5,5,5,41,2.0,66957.8,Loyal Customers
15478.0,3,5,4,5,41,2.0,23816.6,Loyal Customers
17084.0,3,5,5,5,36,2.0,250630.2,Loyal Customers
16372.0,3,5,4,5,34,2.0,28753.9,Loyal Customers
14670.0,1,5,4,5,281,2.0,31405.0,Cant Lose Them
17397.0,4,5,4,5,23,2.0,29963.8,Champions
18034.0,4,5,4,5,22,2.0,24946.4,Champions
14664.0,4,5,4,5,20,2.0,29137.8,Champions
17387.0,4,5,4,5,20,2.0,26809.5,Champions
17100.0,4,5,5,5,19,2.0,59277.5,Champions
16766.0,1,5,4,5,274,2.0,19475.2,Cant Lose Them
15872.0,4,5,4,5,15,2.0,38021.4,Champions
16347.0,5,5,4,5,12,2.0,35956.8,Champions
13467.0,5,5,5,5,11,2.0,55109.6,Champions
14893.0,5,5,4,5,10,2.0,42004.0,Champions
16000.0,5,5,5,5,3,2.0,60462.4,Champions
14584.0,2,5,4,5,170,2.0,20903.8,At Risk
14234.0,4,5,5,5,23,2.0,52877.1,Champions
15814.0,4,5,4,5,17,2.0,30418.0,Champions
14710.0,4,5,4,5,15,2.0,23879.1,Champions
14554.0,5,5,5,5,11,2.0,169529.5,Champions
16295.0,5,5,4,5,10,2.0,20729.1,Champions
14216.0,5,5,4,5,4,2.0,23498.9,Champions
12685.0,4,5,5,5,29,2.0,89235.1,Champions
16173.0,4,5,4,5,16,2.0,18503.8,Champions
14432.0,5,5,5,5,10,2.0,189003.6,Champions
12856.0,5,5,5,5,8,2.0,108566.1,Champions
17086.0,5,5,4,5,8,2.0,31278.2,Champions
14364.0,2,5,4,5,109,2.0,27519.5,At Risk
17997.0,2,5,4,5,75,2.0,37621.7,At Risk
13093.0,1,5,5,5,276,2.0,141327.2,Cant Lose Them
17230.0,1,5,4,5,265,2.0,45222.3,Cant Lose Them
16910.0,5,5,5,5,5,2.0,83236.0,Champions
17528.0,5,5,5,5,2,2.0,103902.6,Champions
15235.0,1,5,4,5,218,2.0,38084.5,Cant Lose Them
12897.0,1,1,1,1,205,0.5,433.0,Lost
15724.0,1,1,1,1,202,0.5,1206.1,Lost
14377.0,1,1,1,1,192,0.5,1373.0,Lost
18018.0,2,1,1,1,109,0.5,1557.5,About to Sleep
14500.0,2,1,1,1,89,0.5,1109.4,About to Sleep
16861.0,3,1,1,1,60,0.5,553.6,Promising
13669.0,3,1,1,1,51,0.5,1093.2,Promising
14768.0,4,1,1,1,18,0.5,592.2,Promising
13083.0,5,1,1,1,5,0.5,2133.0,Recent Customers
15139.0,1,1,1,1,240,0.5,1261.3,Lost
14242.0,1,1,1,1,235,0.5,1646.4,Lost
16473.0,2,1,1,1,165,0.5,1568.5,About to Sleep
17388.0,2,1,1,1,78,0.5,2393.8,About to Sleep
14609.0,2,1,1,1,73,0.5,601.6,About to Sleep
16621.0,3,1,1,1,52,0.5,2210.1,Promising
14111.0,4,1,1,1,15,0.5,1967.6,Promising
13092.0,3,1,1,1,71,0.5,953.3,Promising
15304.0,3,1,1,1,61,0.5,750.5,Promising
16566.0,4,1,1,1,16,0.5,2171.1,Promising
16838.0,1,1,2,2,198,0.5,3801.9,Hibernating
15918.0,1,1,2,2,191,0.5,6583.6,Hibernating
17795.0,1,1,3,2,180,0.5,7540.0,Hibernating
17749.0,2,1,3,2,179,0.5,9012.0,Customers Needing Attention
14656.0,2,1,3,2,170,0.5,9725.0,Customers Needing Attention
14905.0,2,1,2,2,158,0.5,5238.2,Customers Needing Attention
14264.0,2,1,2,2,155,0.5,2842.3,Customers Needing Attention
18064.0,2,1,2,2,134,0.5,2846.0,Customers Needing Attention
13888.0,2,1,3,2,120,0.5,10215.0,Customers Needing Attention
15734.0,2,1,3,2,115,0.5,9825.3,Customers Needing Attention
12816.0,2,1,2,2,96,0.5,4156.0,Customers Needing Attention
12535.0,2,1,3,2,92,0.5,9132.3,Customers Needing Attention
12379.0,2,1,3,2,82,0.5,14766.8,Customers Needing Attention
12930.0,2,1,2,2,79,0.5,4850.6,Customers Needing Attention
12516.0,2,1,3,2,78,0.5,14233.2,Customers Needing Attention
12694.0,3,1,3,2,71,0.5,7477.8,Customers Needing Attention
14029.0,3,1,2,2,64,0.5,2975.3,Customers Needing Attention
13930.0,3,1,2,2,58,0.5,2991.1,Customers Needing Attention
14690.0,3,1,3,2,45,0.5,9539.3,Customers Needing Attention
14716.0,3,1,3,2,44,0.5,8853.0,Customers Needing Attention
16555.0,3,1,2,2,36,0.5,2439.2,Customers Needing Attention
17637.0,4,1,3,2,32,0.5,8305.5,Potential Loyalists
14108.0,4,1,3,2,31,0.5,8434.5,Potential Loyalists
12844.0,4,1,3,2,30,0.5,8523.6,Potential Loyalists
12384.0,4,1,2,2,29,0.5,3705.7,Potential Loyalists
13497.0,1,1,2,2,283,0.5,3327.5,Hibernating
12755.0,1,1,2,2,281,0.5,3809.6,Hibernating
13236.0,4,1,3,2,25,0.5,10566.3,Potential Loyalists
12991.0,4,1,3,2,24,0.5,8481.0,Potential Loyalists
13189.0,4,1,2,2,19,0.5,3756.7,Potential Loyalists
17736.0,5,1,2,2,10,0.5,3667.8,Potential Loyalists
16402.0,1,1,3,2,265,0.5,9934.8,Hibernating
16119.0,5,1,2,2,9,0.5,3974.0,Potential Loyalists
16250.0,1,1,2,2,262,0.5,4798.4,Hibernating
12925.0,5,1,3,2,5,0.5,14352.3,Potential Loyalists
18071.0,1,1,2,2,258,0.5,5041.6,Hibernating
13954.0,5,1,2,2,2,0.5,3579.6,Potential Loyalists
13649.0,1,1,2,2,257,0.5,3781.8,Hibernating
15894.0,1,1,2,2,254,0.5,6275.0,Hibernating
14479.0,1,1,2,2,254,0.5,2878.4,Hibernating
16109.0,1,1,2,2,219,0.5,4820.7,Hibernating
15079.0,1,1,3,2,213,0.5,13776.5,Hibernating
17375.0,1,1,3,2,200,0.5,8131.4,Hibernating
14867.0,1,1,3,2,186,0.5,8201.9,Hibernating
14450.0,1,1,2,2,181,0.5,6706.4,Hibernating
18062.0,2,1,2,2,174,0.5,6708.0,Customers Needing Attention
15577.0,2,1,2,2,152,0.5,3632.3,Customers Needing Attention
12507.0,2,1,3,2,135,0.5,7485.2,Customers Needing Attention
13414.0,2,1,3,2,134,0.5,12449.1,Customers Needing Attention
16572.0,2,1,3,2,128,0.5,17163.1,Customers Needing Attention
17398.0,2,1,2,2,115,0.5,5548.2,Customers Needing Attention
16092.0,2,1,3,2,115,0.5,12135.6,Customers Needing Attention
14013.0,2,1,2,2,111,0.5,5644.3,Customers Needing Attention
13376.0,2,1,3,2,100,0.5,13652.5,Customers Needing Attention
15440.0,3,1,2,2,55,0.5,6571.6,Customers Needing Attention
14731.0,3,1,2,2,48,0.5,5436.2,Customers Needing Attention
15865.0,3,1,2,2,41,0.5,4822.6,Customers Needing Attention
13461.0,3,1,3,2,39,0.5,14063.8,Customers Needing Attention
13643.0,4,1,2,2,32,0.5,4890.4,Potential Loyalists
15238.0,4,1,3,2,30,0.5,15738.2,Potential Loyalists
14765.0,4,1,2,2,30,0.5,4826.5,Potential Loyalists
16671.0,4,1,2,2,29,0.5,4614.9,Potential Loyalists
12697.0,4,1,3,2,29,0.5,9980.3,Potential Loyalists
13131.0,4,1,3,2,24,0.5,9304.1,Potential Loyalists
16298.0,4,1,2,2,23,0.5,4599.9,Potential Loyalists
12798.0,5,1,3,2,11,0.5,15012.0,Potential Loyalists
17266.0,5,1,3,2,3,0.5,10409.0,Potential Loyalists
17646.0,1,1,3,2,220,0.5,14785.3,Hibernating
16654.0,2,1,2,2,142,0.5,3925.0,Customers Needing Attention
12693.0,2,1,2,2,128,0.5,4687.3,Customers Needing Attention
17560.0,2,1,2,2,95,0.5,5479.1,Customers Needing Attention
16389.0,3,1,3,2,54,0.5,10507.0,Customers Needing Attention
14504.0,3,1,3,2,48,0.5,14468.7,Customers Needing Attention
16444.0,3,1,3,2,47,0.5,13010.4,Customers Needing Attention
15669.0,3,1,2,2,41,0.5,5589.1,Customers Needing Attention
15952.0,3,1,3,2,34,0.5,15841.1,Customers Needing Attention
16637.0,4,1,3,2,33,0.5,17000.9,Potential Loyalists
15027.0,4,1,2,2,31,0.5,6984.2,Potential Loyalists
13892.0,4,1,3,2,27,0.5,7741.9,Potential Loyalists
15745.0,4,1,3,2,20,0.5,13675.5,Potential Loyalists
14198.0,4,1,2,2,19,0.5,4956.2,Potential Loyalists
13950.0,5,1,2,2,12,0.5,4438.0,Potential Loyalists
13203.0,5,1,3,2,10,0.5,14208.4,Potential Loyalists
12695.0,5,1,2,2,8,0.5,4555.3,Potential Loyalists
13748.0,2,1,2,2,96,0.5,5438.9,Customers Needing Attention
17460.0,2,1,2,2,95,0.5,3067.0,Customers Needing Attention
17873.0,2,1,3,2,81,0.5,15462.2,Customers Needing Attention
16086.0,3,1,3,2,60,0.5,7719.3,Customers Needing Attention
18171.0,3,1,3,2,59,0.5,10786.8,Customers Needing Attention
13750.0,3,1,3,2,54,0.5,7871.6,Customers Needing Attention
17262.0,3,1,2,2,53,0.5,2486.4,Customers Needing Attention
13636.0,3,1,3,2,37,0.5,9720.9,Customers Needing Attention
15809.0,3,1,2,2,37,0.5,4002.7,Customers Needing Attention
15227.0,3,1,3,2,37,0.5,11855.6,Customers Needing Attention
13824.0,4,1,3,2,33,0.5,17349.6,Potential Loyalists
13623.0,4,1,2,2,31,0.5,7281.1,Potential Loyalists
14035.0,4,1,3,2,29,0.5,17096.4,Potential Loyalists
13410.0,4,1,2,2,25,0.5,5895.2,Potential Loyalists
14553.0,4,1,3,2,20,0.5,14304.9,Potential Loyalists
12775.0,4,1,3,2,18,0.5,14459.2,Potential Loyalists
17302.0,4,1,3,2,15,0.5,16053.2,Potential Loyalists
12654.0,5,1,2,2,11,0.5,3646.1,Potential Loyalists
15712.0,5,1,3,2,10,0.5,12499.4,Potential Loyalists
13026.0,5,1,3,2,2,0.5,8889.3,Potential Loyalists
14129.0,5,1,3,2,2,0.5,14305.0,Potential Loyalists
15299.0,3,1,2,2,68,0.5,3907.1,Customers Needing Attention
17214.0,3,1,3,2,61,0.5,12092.8,Customers Needing Attention
15038.0,3,1,3,2,59,0.5,10431.1,Customers Needing Attention
17007.0,3,1,3,2,51,0.5,8041.1,Customers Needing Attention
16996.0,4,1,3,2,31,0.5,11443.6,Potential Loyalists
13138.0,4,1,3,2,23,0.5,10719.8,Potential Loyalists
15864.0,4,1,2,2,23,0.5,6930.5,Potential Loyalists
12778.0,4,1,2,2,20,0.5,4951.5,Potential Loyalists
17227.0,4,1,2,2,19,0.5,7195.8,Potential Loyalists
13831.0,4,1,3,2,17,0.5,17699.8,Potential Loyalists
13782.0,5,1,3,2,13,0.5,14571.6,Potential Loyalists
17236.0,5,1,3,2,13,0.5,16341.9,Potential Loyalists
14741.0,5,1,3,2,12,0.5,13643.2,Potential Loyalists
12528.0,5,1,3,2,10,0.5,16441.4,Potential Loyalists
12951.0,5,1,3,2,9,0.5,11400.8,Potential Loyalists
14289.0,5,1,3,2,9,0.5,8410.1,Potential Loyalists
13509.0,5,1,3,2,9,0.5,9324.6,Potential Loyalists
16600.0,5,1,3,2,5,0.5,9085.1,Potential Loyalists
16949.0,5,1,3,2,4,0.5,8894.0,Potential Loyalists
13104.0,5,1,2,2,4,0.5,4209.9,Potential Loyalists
14794.0,5,1,3,2,3,0.5,14618.7,Potential Loyalists
17937.0,5,1,3,2,9,0.5,17540.9,Potential Loyalists
13953.0,5,1,3,2,8,0.5,8464.3,Potential Loyalists
17412.0,5,1,3,2,3,0.5,11524.9,Potential Loyalists
16954.0,5,1,3,2,1,0.5,11753.9,Potential Loyalists
12857.0,1,1,4,3,211,0.5,19581.8,At Risk
13476.0,2,1,4,3,179,0.5,18879.3,Customers Needing Attention
12717.0,2,1,4,3,152,0.5,20066.0,Customers Needing Attention
15265.0,2,1,4,3,152,0.5,49565.0,Customers Needing Attention
13224.0,3,1,5,3,61,0.5,103297.3,Potential Loyalists
13109.0,3,1,4,3,60,0.5,18461.7,Potential Loyalists
14857.0,3,1,4,3,60,0.5,27707.7,Potential Loyalists
12556.0,3,1,4,3,51,0.5,32765.2,Potential Loyalists
13726.0,3,1,4,3,39,0.5,21685.1,Potential Loyalists
16053.0,4,1,5,3,33,0.5,67694.2,Potential Loyalists
14050.0,4,1,4,3,32,0.5,22408.8,Potential Loyalists
12865.0,4,1,5,3,27,0.5,64840.6,Potential Loyalists
12689.0,4,1,4,3,26,0.5,33966.2,Potential Loyalists
15494.0,4,1,5,3,22,0.5,98364.0,Potential Loyalists
14256.0,1,1,4,3,261,0.5,20500.5,At Risk
17144.0,5,1,4,3,2,0.5,18403.8,Loyal Customers
15353.0,1,1,4,3,255,0.5,18669.2,At Risk
12356.0,1,1,5,3,246,0.5,54613.0,At Risk
14672.0,1,1,4,3,235,0.5,18776.0,At Risk
14770.0,1,1,4,3,233,0.5,19459.7,At Risk
17277.0,1,1,4,3,228,0.5,38264.4,At Risk
13802.0,2,1,5,3,139,0.5,77473.8,Customers Needing Attention
16951.0,2,1,5,3,135,0.5,68844.8,Customers Needing Attention
14930.0,2,1,5,3,109,0.5,81974.7,Customers Needing Attention
13562.0,2,1,4,3,82,0.5,49166.1,Customers Needing Attention
17058.0,2,1,4,3,82,0.5,21698.0,Customers Needing Attention
15730.0,3,1,4,3,66,0.5,24607.0,Potential Loyalists
15826.0,3,1,4,3,57,0.5,43136.2,Potential Loyalists
12360.0,3,1,5,3,53,0.5,82185.6,Potential Loyalists
18287.0,3,1,5,3,43,0.5,58737.9,Potential Loyalists
15376.0,3,1,4,3,41,0.5,49402.9,Potential Loyalists
14383.0,3,1,4,3,39,0.5,22659.6,Potential Loyalists
17289.0,4,1,4,3,32,0.5,36767.8,Potential Loyalists
17015.0,4,1,5,3,29,0.5,141388.6,Potential Loyalists
17797.0,4,1,4,3,23,0.5,31690.1,Potential Loyalists
16279.0,4,1,5,3,22,0.5,54498.1,Potential Loyalists
17159.0,4,1,5,3,22,0.5,50125.8,Potential Loyalists
17360.0,4,1,4,3,18,0.5,25842.0,Potential Loyalists
17759.0,4,1,5,3,18,0.5,49955.1,Potential Loyalists
